restaurant_id,name,city,locality,cuisines,avg_cost_for_two,currency,rating,votes
43986,Peppermill Bistro,Bengaluru,New Bel Road,"Continental, European, Mediterranean, Cafe, Steak",1000.0,INR,4.0,868
43987,Prana,Bengaluru,New Bel Road,"Cafe, Healthy Food, South Indian",500.0,INR,4.0,239
43988,Kargeens,Bengaluru,New Bel Road,"Cafe, Italian, Pizza, Continental",900.0,INR,3.9,365
43989,Ember The Calabash,Bengaluru,New Bel Road,"Cafe, Italian, Continental, Beverages",800.0,INR,4.1,670
43990,THE BEL ST.,Bengaluru,New Bel Road,"Cafe, Italian, American, Continental",1100.0,INR,3.9,523
43991,Puff Cafe,Bengaluru,New Bel Road,"Cafe, Italian, American",700.0,INR,3.7,126
43992,Cafe Coffee Day,Bengaluru,New Bel Road,"Cafe, Fast Food",900.0,INR,3.2,58
43993,Namakh Store And Cafe,Bengaluru,New Bel Road,"Cafe, Continental, American",400.0,INR,3.7,18
43994,Nomadic Tandoor,Bengaluru,New Bel Road,"Cafe, North Indian, Chinese, Continental",700.0,INR,3.7,168
43995,Chaiywaala Da Dhaba,Bengaluru,New Bel Road,"Cafe, Tea",250.0,INR,3.7,67
43996,Cafe Poetry,Bengaluru,New Bel Road,"Cafe, Beverages, Healthy Food",400.0,INR,3.7,55
43997,The Banana Kick,Bengaluru,New Bel Road,"Cafe, Beverages",600.0,INR,3.3,9
43998,Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,Bengaluru,New Bel Road,"Cafe, Bakery",400.0,INR,3.3,6
43999,Brewbakes,Bengaluru,New Bel Road,"Cafe, Pizza, Italian, Sandwich",450.0,INR,3.3,7
44000,Pooja Restro,Bengaluru,New Bel Road,Cafe,150.0,INR,0.0,0
44001,H&W Cafe,Bengaluru,New Bel Road,"Cafe, Healthy Food, Beverages",500.0,INR,0.0,0
44002,Chaai Resto,Bengaluru,New Bel Road,"Tea, Beverages, Fast Food",250.0,INR,0.0,0
44003,Cafe Centralis,Bengaluru,New Bel Road,Cafe,600.0,INR,2.8,114
44004,Cafe Gazala,Bengaluru,New Bel Road,Cafe,150.0,INR,0.0,0
44005,Sugarly Spiced,Bengaluru,New Bel Road,Cafe,600.0,INR,0.0,0
44006,Leon Grill,Bengaluru,New Bel Road,"Fast Food, Healthy Food",500.0,INR,4.0,336
44007,Behrouz Biryani,Bengaluru,New Bel Road,Biryani,650.0,INR,4.1,187
44009,Bon Appetit Resto,Bengaluru,New Bel Road,"North Indian, Chinese",300.0,INR,3.8,50
44010,Keventers,Bengaluru,New Bel Road,"Desserts, Beverages, Ice Cream",400.0,INR,3.9,17
44011,Deccan House,Bengaluru,New Bel Road,"Hyderabadi, Biryani",350.0,INR,4.0,409
44012,Flavors of North,Bengaluru,New Bel Road,"North Indian, Chinese, Biryani",400.0,INR,3.3,240
44013,Tasty Box,Bengaluru,New Bel Road,"North Indian, Chinese, Seafood",500.0,INR,3.0,29
44014,Rayalaseema Ruchulu,Bengaluru,New Bel Road,"Andhra, North Indian",700.0,INR,3.2,112
44015,New Oottupura Restaurant,Bengaluru,New Bel Road,Kerala,300.0,INR,3.5,226
44016,Pot Biryani,Bengaluru,New Bel Road,"North Indian, Chinese, Biryani",450.0,INR,3.8,154
44017,New Agarwal Bhavan,Bengaluru,New Bel Road,"North Indian, Chinese, Street Food, Mithai",400.0,INR,4.1,254
44018,Paradise,Bengaluru,New Bel Road,"Biryani, North Indian, Kebab",800.0,INR,4.0,1586
44019,The Good Bowl,Bengaluru,New Bel Road,"Italian, North Indian, Biryani",500.0,INR,3.8,33
44020,Burger King,Bengaluru,New Bel Road,"Burger, Fast Food, Beverages",600.0,INR,4.0,557
44021,Delhi Mess,Bengaluru,New Bel Road,"North Indian, Chinese",300.0,INR,4.1,498
44022,Sumadhura Foods,Bengaluru,New Bel Road,"North Indian, Fast Food",300.0,INR,3.5,108
44023,Auntie Fung's,Bengaluru,New Bel Road,"Asian, Chinese",600.0,INR,4.2,578
44024,Mughlai Azam,Bengaluru,New Bel Road,"Mughlai, Biryani, North Indian",1400.0,INR,4.0,117
44025,Cafe Nosh,Bengaluru,New Bel Road,"Cafe, Continental, Steak",500.0,INR,4.2,583
44026,Donne Biriyani Angadi Mane,Bengaluru,New Bel Road,"Biryani, Chinese",250.0,INR,3.8,161
44028,New Golden Emperor,Bengaluru,New Bel Road,"North Indian, Chinese, Fast Food",400.0,INR,3.7,229
44029,Faasos,Bengaluru,New Bel Road,"North Indian, Biryani, Fast Food",500.0,INR,3.8,204
44030,Mumbai Xpress,Bengaluru,New Bel Road,"Street Food, Fast Food",400.0,INR,3.7,418
44031,Udupi South Saviruchi,Bengaluru,New Bel Road,"South Indian, North Indian, Chinese, Street Food",250.0,INR,3.7,15
44032,Natural Veg,Bengaluru,New Bel Road,"North Indian, Street Food",250.0,INR,3.1,22
44033,Beijing Bites,Bengaluru,New Bel Road,"Chinese, Thai",850.0,INR,3.8,198
44034,Biriyani Nights,Bengaluru,New Bel Road,"Biryani, Kebab, Continental",500.0,INR,3.2,712
44035,Hunan King's,Bengaluru,New Bel Road,"Chinese, Thai, Momos",800.0,INR,2.9,123
44036,Chickpete Donne Biryani,Bengaluru,New Bel Road,Biryani,250.0,INR,0.0,0
44037,Food Lounge,Bengaluru,New Bel Road,North Indian,400.0,INR,3.1,52
44038,Chaat Street,Bengaluru,New Bel Road,"Street Food, North Indian",250.0,INR,4.1,674
44039,Zam Zam Kabab House,Bengaluru,New Bel Road,"North Indian, Chinese",300.0,INR,3.4,90
44040,Wok Chow,Bengaluru,New Bel Road,"Chinese, Thai, Momos",300.0,INR,3.9,163
44041,Samskruthi Grand,Bengaluru,New Bel Road,"South Indian, Chinese, North Indian",350.0,INR,3.7,67
44042,Tasty Box,Bengaluru,New Bel Road,"North Indian, South Indian, Arabian, Mughlai, Chinese, Biryani",250.0,INR,2.9,6
44043,Parijatha Fish Land,Bengaluru,New Bel Road,Seafood,400.0,INR,3.5,8
44044,Hotel Gowda's,Bengaluru,New Bel Road,"South Indian, Biryani, North Indian, Chinese",450.0,INR,3.5,79
44045,Casino Hotel,Bengaluru,New Bel Road,"North Indian, Chinese",500.0,INR,3.9,345
44046,D-Zaprino,Bengaluru,New Bel Road,"Fast Food, Pizza",400.0,INR,4.0,449
44047,Just Shawarma,Bengaluru,New Bel Road,Arabian,300.0,INR,3.8,179
44048,Akshaya Deluxe,Bengaluru,New Bel Road,"North Indian, Chinese, Seafood, Biryani",500.0,INR,4.0,336
44049,Lassi Shop,Bengaluru,New Bel Road,"Beverages, Juices, Ice Cream, Fast Food",100.0,INR,3.8,76
44050,Thalassery Restaurant,Bengaluru,New Bel Road,"Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600.0,INR,3.8,464
44051,New Punjabi Pure Veg Restaurant,Bengaluru,New Bel Road,"South Indian, North Indian",400.0,INR,3.4,223
44052,Chinese Corner and Bengali Mess,Bengaluru,New Bel Road,"Chinese, Bengali",300.0,INR,3.5,28
44053,Biriyani Fest,Bengaluru,New Bel Road,"Biryani, North Indian, Chinese",700.0,INR,2.8,33
44054,Eat & Drink,Bengaluru,New Bel Road,"Fast Food, Chinese, Beverages",300.0,INR,3.5,15
44055,PRS Indian Food Restaurant,Bengaluru,New Bel Road,"Chinese, North Indian, South Indian",200.0,INR,2.9,49
44056,Sagar Kabab Corner,Bengaluru,New Bel Road,"North Indian, Chinese, Biryani",350.0,INR,3.2,38
44058,Wow Momo,Bengaluru,New Bel Road,"Tibetan, Momos",400.0,INR,3.7,46
44059,Pizza Hut,Bengaluru,New Bel Road,"Pizza, Fast Food",750.0,INR,3.6,436
44060,KFC,Bengaluru,New Bel Road,"Burger, Fast Food",400.0,INR,3.9,581
44061,New Punjabi Pure Veg Restaurant,Bengaluru,New Bel Road,"North Indian, Chinese",450.0,INR,3.1,151
44062,Biriyani Hub,Bengaluru,New Bel Road,"Fast Food, Biryani, Seafood, South Indian",400.0,INR,3.0,30
44063,The Egg Factory,Bengaluru,New Bel Road,"Continental, American",750.0,INR,4.0,380
44064,The Momo Farm,Bengaluru,New Bel Road,"Chinese, Tibetan",300.0,INR,3.7,25
44065,Calicut Restaurant,Bengaluru,New Bel Road,"Kerala, South Indian, North Indian, Chinese",450.0,INR,3.9,173
44066,The Belgian Waffle Co.,Bengaluru,New Bel Road,"Desserts, Beverages",350.0,INR,3.7,15
44067,Cream Stone,Bengaluru,New Bel Road,"Desserts, Ice Cream, Beverages",500.0,INR,4.1,250
44068,Shri Udupi Cafe,Bengaluru,New Bel Road,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",300.0,INR,3.9,31
44069,Lazeez Biryani,Bengaluru,New Bel Road,"North Indian, Chinese, Mughlai, Hyderabadi",400.0,INR,4.0,50
44070,Chicken County,Bengaluru,New Bel Road,"Chinese, North Indian",400.0,INR,3.2,192
44071,Firangi Bake,Bengaluru,New Bel Road,"Mexican, Italian",600.0,INR,3.9,76
44072,The Druid Garden,Bengaluru,New Bel Road,"Asian, Continental, European, North Indian, Mediterranean",1700.0,INR,4.3,3077
44073,Ovenstory Pizza,Bengaluru,New Bel Road,Pizza,800.0,INR,4.0,120
44074,Snack Magic,Bengaluru,New Bel Road,"Fast Food, Beverages",250.0,INR,3.7,25
44075,Navab's,Bengaluru,New Bel Road,"North Indian, Mughlai, Chinese",600.0,INR,4.0,21
44076,KHOPCHA,Bengaluru,New Bel Road,"Fast Food, Rolls, Kebab",200.0,INR,4.0,154
44077,Roy Hotel & Restaurant,Bengaluru,New Bel Road,"Bengali, North Indian",300.0,INR,4.0,124
44078,Messy Eats,Bengaluru,New Bel Road,"Bakery, Desserts",500.0,INR,3.9,133
44079,Biriyani House,Bengaluru,New Bel Road,"Andhra, Biryani, North Indian, Chinese",600.0,INR,3.8,258
44080,Shanthi Sagar,Bengaluru,New Bel Road,"South Indian, Chinese, North Indian",300.0,INR,3.9,111
44081,Wat-a-Biryani,Bengaluru,New Bel Road,Biryani,500.0,INR,0.0,0
44082,Vinny's,Bengaluru,New Bel Road,"Italian, Pizza",700.0,INR,4.1,1107
44083,Sweet Truth,Bengaluru,New Bel Road,"Bakery, Desserts",500.0,INR,3.8,20
44084,Polar Bear,Bengaluru,New Bel Road,"Desserts, Ice Cream, Beverages, Sandwich",400.0,INR,4.1,322
44085,The Real Mexican,Bengaluru,New Bel Road,Mexican,300.0,INR,0.0,0
44086,Chung Wah,Bengaluru,New Bel Road,"Chinese, Momos, Thai, Vietnamese",650.0,INR,4.0,536
44087,Eggstacy,Bengaluru,New Bel Road,"Fast Food, Continental, Chinese",500.0,INR,4.0,233
44088,New Prashanth Hotel,Bengaluru,New Bel Road,"South Indian, Biryani, Chinese, North Indian",750.0,INR,3.1,40
44089,Omleterian,Bengaluru,New Bel Road,"American, Continental",200.0,INR,3.6,4
44091,Delhi Food Factory,Bengaluru,New Bel Road,North Indian,500.0,INR,0.0,0
44092,Food Singh,Bengaluru,New Bel Road,North Indian,500.0,INR,0.0,0
44093,Oyalo,Bengaluru,New Bel Road,Pizza,300.0,INR,3.4,16
44094,Fresh Veg,Bengaluru,New Bel Road,"Street Food, North Indian",300.0,INR,2.7,94
44096,Aditya Delights,Bengaluru,New Bel Road,"Chinese, North Indian, Mangalorean",300.0,INR,3.7,59
44097,Kaifu,Bengaluru,New Bel Road,"Chinese, Asian",700.0,INR,4.2,421
44098,Casamia,Bengaluru,New Bel Road,"Andhra, Kerala, South Indian",400.0,INR,3.7,24
44099,Ambur Darbar Biriyani Point,Bengaluru,New Bel Road,Biryani,200.0,INR,3.2,24
44100,Chai Point,Bengaluru,New Bel Road,"Fast Food, Beverages",250.0,INR,4.0,108
44101,The Hundred Food Journey,Bengaluru,New Bel Road,"Continental, Italian",1100.0,INR,3.8,46
44102,New Shanthi Sagar,Bengaluru,New Bel Road,"South Indian, North Indian, Chinese",400.0,INR,3.2,158
44103,Rotti Mane,Bengaluru,New Bel Road,South Indian,200.0,INR,3.5,27
44104,Five Star Chicken,Bengaluru,New Bel Road,"Fast Food, Burger",300.0,INR,3.0,53
44105,Totaram's Paranthas,Bengaluru,New Bel Road,North Indian,300.0,INR,3.5,140
44106,Chetty's Coffee,Bengaluru,New Bel Road,South Indian,200.0,INR,3.9,267
44107,Malgudi Natti Style Hotel,Bengaluru,New Bel Road,South Indian,400.0,INR,3.6,13
44108,New Curries & Spice Restaurant,Bengaluru,New Bel Road,South Indian,200.0,INR,2.9,7
44109,Royal Garden Restaurant,Bengaluru,New Bel Road,"North Indian, Chinese",700.0,INR,3.6,12
44111,Mad Over Fries,Bengaluru,New Bel Road,"Fast Food, Beverages",350.0,INR,3.4,43
44112,Burger Man,Bengaluru,New Bel Road,"Burger, Fast Food",300.0,INR,3.4,19
44113,Kerala Restaurant,Bengaluru,New Bel Road,"Biryani, Kerala",150.0,INR,3.5,11
44114,Bharath Restaurant,Bengaluru,New Bel Road,"North Indian, Chinese",450.0,INR,3.1,37
44115,Sardarji Ka Kitchen,Bengaluru,New Bel Road,North Indian,150.0,INR,3.1,44
44116,Hotel Gowdru Mane,Bengaluru,New Bel Road,"South Indian, Biryani",400.0,INR,3.1,112
44117,Thanco's Natural Ice Cream,Bengaluru,New Bel Road,"Ice Cream, Desserts",450.0,INR,3.8,67
44118,Prateeksha Natural Ice Cream,Bengaluru,New Bel Road,Ice Cream,250.0,INR,3.2,70
44119,Saha Chowmein,Bengaluru,New Bel Road,"North Indian, Chinese",700.0,INR,3.9,162
44120,Drunken Monkey,Bengaluru,New Bel Road,"Beverages, Fast Food",500.0,INR,4.1,184
44121,Cake Gallery,Bengaluru,New Bel Road,Bakery,300.0,INR,3.6,24
44122,Goli Vada Pav No. 1,Bengaluru,New Bel Road,Street Food,200.0,INR,3.7,38
44123,Will Way Burgers,Bengaluru,New Bel Road,Burger,250.0,INR,3.6,22
44124,BIB - Breakfast in the Box,Bengaluru,New Bel Road,"American, Sandwich",600.0,INR,3.8,39
44125,Hotel Taj Delight,Bengaluru,New Bel Road,"North Indian, Biryani, Arabian",600.0,INR,3.3,19
44126,Red Chillies Curries Point,Bengaluru,New Bel Road,Andhra,250.0,INR,0.0,0
44127,SKS Veg Corner,Bengaluru,New Bel Road,South Indian,300.0,INR,3.4,43
44128,Santo's,Bengaluru,New Bel Road,"North Indian, Fast Food",650.0,INR,3.7,69
44129,Freskka,Bengaluru,New Bel Road,"Italian, American, Asian, Continental, Mexican, Momos",700.0,INR,4.0,702
44130,The Purple Pan,Bengaluru,New Bel Road,"North Indian, Chinese",550.0,INR,3.5,15
44131,Cheesy Bites,Bengaluru,New Bel Road,"Chinese, Fast Food, Italian",200.0,INR,0.0,0
44133,Bhavani Vada Pav,Bengaluru,New Bel Road,Fast Food,150.0,INR,4.0,106
44134,Kanti Sweets,Bengaluru,New Bel Road,"Mithai, Street Food",400.0,INR,4.0,159
44135,South Spicy Bites Express,Bengaluru,New Bel Road,"Seafood, Chinese, South Indian",400.0,INR,3.8,30
44136,Cream Chemistry,Bengaluru,New Bel Road,"Ice Cream, Desserts",500.0,INR,3.9,92
44137,Sethi's,Bengaluru,New Bel Road,"North Indian, Chinese",600.0,INR,0.0,0
44138,Smoke - The Sizzler House,Bengaluru,New Bel Road,"Continental, Italian",800.0,INR,4.2,680
44139,Tawa Tandoor,Bengaluru,New Bel Road,"North Indian, Chinese",700.0,INR,3.9,116
44140,Ibaco,Bengaluru,New Bel Road,Desserts,300.0,INR,3.9,81
44141,Jashn Hyderabadi Bawarchi,Bengaluru,New Bel Road,"Hyderabadi, North Indian, Chinese, Biryani",650.0,INR,2.9,140
44142,Frozen Bottle,Bengaluru,New Bel Road,"Beverages, Desserts, Ice Cream",400.0,INR,3.8,56
44143,Banashankari Restaurant,Bengaluru,New Bel Road,South Indian,400.0,INR,0.0,0
44144,KA 12 - Flavour Of Coorg,Bengaluru,New Bel Road,South Indian,300.0,INR,4.0,105
44145,Chawla's 2 Online.com,Bengaluru,New Bel Road,North Indian,800.0,INR,0.0,0
44146,Biriyani Paradise,Bengaluru,New Bel Road,"Kerala, Biryani, North Indian, Chettinad",450.0,INR,3.3,210
44147,A2B - Adyar Ananda Bhavan,Bengaluru,New Bel Road,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,INR,3.0,50
44148,Sagar Samrat,Bengaluru,New Bel Road,"North Indian, Chinese, South Indian",400.0,INR,3.6,119
44149,Flavours Inn,Bengaluru,New Bel Road,"Kerala, North Indian, Chinese",500.0,INR,3.7,59
44150,Stoned Monkey,Bengaluru,New Bel Road,"Desserts, Ice Cream",500.0,INR,4.0,255
44151,Pizza Stop,Bengaluru,New Bel Road,"Pizza, Italian",600.0,INR,3.1,75
44152,Pavilion,Bengaluru,New Bel Road,"North Indian, Chinese",700.0,INR,3.7,34
44153,Pavilion Restaurant,Bengaluru,New Bel Road,"North Indian, Chinese, Continental",1000.0,INR,4.2,100
44154,Fish Corner,Bengaluru,New Bel Road,"North Indian, Chinese, Seafood",400.0,INR,3.7,118
44156,Chination,Bengaluru,New Bel Road,Chinese,600.0,INR,0.0,0
44157,Andhra Spice Mess,Bengaluru,New Bel Road,"Andhra, Biryani, North Indian, Chinese",250.0,INR,3.4,9
44159,ZEEES,Bengaluru,New Bel Road,"North Indian, Street Food, Fast Food",300.0,INR,3.6,9
44160,Havelli - Chairman's Resort,Bengaluru,New Bel Road,"North Indian, Continental, Chinese, Seafood",1250.0,INR,3.5,137
44161,AQNI,Bengaluru,New Bel Road,"North Indian, Mughlai, Biryani, Rolls",650.0,INR,3.6,89
44162,McDonald's,Bengaluru,New Bel Road,"Burger, Fast Food",500.0,INR,3.9,281
44163,Sha-e-Darbar,Bengaluru,New Bel Road,"North Indian, Chinese",400.0,INR,3.7,61
44164,Salaam Sigri Rolls & Kebabs,Bengaluru,New Bel Road,"Rolls, Mughlai",300.0,INR,3.8,162
44165,Ujwal Restaurant,Bengaluru,New Bel Road,"Seafood, North Indian, Chinese",600.0,INR,3.9,149
44167,Kolkata Kati Roll,Bengaluru,New Bel Road,Rolls,150.0,INR,3.4,14
44168,Churn,Bengaluru,New Bel Road,"Desserts, Ice Cream",250.0,INR,4.2,58
44169,Kolkata Famous Kati Rolls,Bengaluru,New Bel Road,"Fast Food, Rolls",200.0,INR,3.8,79
44170,The Street Kitchen,Bengaluru,New Bel Road,"North Indian, Fast Food, Chinese, Beverages",300.0,INR,3.7,16
44172,Baskin Robbins,Bengaluru,New Bel Road,"Ice Cream, Desserts",250.0,INR,3.6,34
44174,Yumjar,Bengaluru,New Bel Road,"Fast Food, Beverages, Desserts",300.0,INR,3.4,9
44175,Tandoori Delight,Bengaluru,New Bel Road,"North Indian, Chinese",300.0,INR,3.0,46
44176,Ootada Mane,Bengaluru,New Bel Road,"South Indian, North Indian, Chinese",600.0,INR,2.9,67
44178,Sweetie Celebrations Cafe,Bengaluru,New Bel Road,"Desserts, Beverages",300.0,INR,0.0,0
44179,Rabbit Paradise,Bengaluru,New Bel Road,Andhra,350.0,INR,3.3,4
44180,Khan Saheb Grills and Rolls,Bengaluru,New Bel Road,Fast Food,400.0,INR,3.7,114
44181,B1,Bengaluru,New Bel Road,"Continental, Burger, Italian, Pizza, North Indian, Salad",1100.0,INR,3.9,123
44183,Chaska Inn,Bengaluru,New Bel Road,"North Indian, Chinese, Arabian",300.0,INR,0.0,0
44184,Chef Baker's,Bengaluru,New Bel Road,Bakery,450.0,INR,0.0,0
44185,Chef Kitchen,Bengaluru,New Bel Road,"North Indian, Biryani, Charcoal Chicken",200.0,INR,3.7,19
44186,Hatti Kaapi,Bengaluru,New Bel Road,"South Indian, Street Food",200.0,INR,0.0,0
44187,Big Straw Blast,Bengaluru,New Bel Road,Beverages,150.0,INR,3.5,6
44188,The Rich Crust,Bengaluru,New Bel Road,"Cafe, European, Continental",600.0,INR,3.8,43
44189,Nandhana Palace,Bengaluru,New Bel Road,"Andhra, Biryani, North Indian, Chinese",800.0,INR,4.2,1282
44190,Sunaina Sapice,Bengaluru,New Bel Road,"South Indian, North Indian, Chinese",200.0,INR,3.3,7
44191,Domino's Pizza,Bengaluru,New Bel Road,"Pizza, Fast Food",400.0,INR,3.9,257
44192,The Crust Factory,Bengaluru,New Bel Road,"Bakery, Cafe, Desserts",400.0,INR,3.5,11
44193,Sholay - The Barbeque,Bengaluru,New Bel Road,"North Indian, Bbq",1200.0,INR,3.5,45
44195,Cubbonpete Donne Biryani,Bengaluru,New Bel Road,"South Indian, Biryani",300.0,INR,3.9,92
44197,The London Shakes,Bengaluru,New Bel Road,"Beverages, Fast Food",400.0,INR,3.8,44
44198,Carbon Cup,Bengaluru,New Bel Road,"North Indian, Arabian, Fast Food, Chinese",400.0,INR,3.5,12
44199,Kettle & Kegs,Bengaluru,New Bel Road,"Tea, Beverages",200.0,INR,0.0,0
44200,Rigan Hyderabadi Bawarchi,Bengaluru,New Bel Road,"Biryani, North Indian, Chinese",700.0,INR,3.6,133
44202,Sangeeta Restaurant,Bengaluru,New Bel Road,"Street Food, Chinese",300.0,INR,3.6,91
44203,Delight Fast Food & Restaurant,Bengaluru,New Bel Road,"North Indian, Chinese",550.0,INR,2.8,36
44204,Cafe Rossini,Bengaluru,New Bel Road,"Continental, Italian, Chinese",700.0,INR,3.9,431
44205,Shree Mahalakshmi Sweets,Bengaluru,New Bel Road,"Mithai, Street Food",100.0,INR,3.6,34
44206,Anda Special-Pav Bhaji,Bengaluru,New Bel Road,Fast Food,200.0,INR,3.4,8
44207,Just@99,Bengaluru,New Bel Road,"Chinese, South Indian, North Indian",300.0,INR,3.1,7
44208,Crispy Fried Chicken,Bengaluru,New Bel Road,"Burger, Fast Food",150.0,INR,0.0,0
44209,Have More,Bengaluru,New Bel Road,North Indian,700.0,INR,3.9,510
44211,Snow Lion Tibet Kitchen,Bengaluru,New Bel Road,"Tibetan, Asian, Thai, Chinese, Momos",400.0,INR,3.9,263
44213,Kitty's Cafe,Bengaluru,New Bel Road,Fast Food,300.0,INR,3.6,43
44215,NOC Cafe & Catering,Bengaluru,New Bel Road,"North Indian, Fast Food",400.0,INR,3.2,7
44216,Brahmins Food Corner,Bengaluru,New Bel Road,"South Indian, North Indian, Chinese",400.0,INR,3.7,95
44217,Oottupura,Bengaluru,New Bel Road,"Kerala, North Indian, Chinese, Rolls, Juices",350.0,INR,2.6,166
44218,Subway,Bengaluru,New Bel Road,"Healthy Food, Sandwich, Salad",500.0,INR,3.7,167
44219,Prashant Naati Corner,Bengaluru,New Bel Road,"South Indian, Biryani",400.0,INR,4.0,95
44220,Absolute Waffles,Bengaluru,New Bel Road,"Desserts, Fast Food",200.0,INR,3.9,49
44221,Biryani Empire,Bengaluru,New Bel Road,Biryani,400.0,INR,3.0,8
44222,Nandhini Deluxe,Bengaluru,New Bel Road,North Indian,600.0,INR,3.7,511
44223,Al-Baik Kabab Corner,Bengaluru,New Bel Road,"Kebab, Biryani",350.0,INR,3.2,25
44225,Bikaner Sweets,Bengaluru,New Bel Road,"Mithai, Street Food",150.0,INR,3.7,63
44226,Lincoln Bistro,Bengaluru,New Bel Road,"North Indian, Mughlai, Asian, Chinese",800.0,INR,4.3,252
44227,Cheta's Kitchen,Bengaluru,New Bel Road,"Kerala, South Indian, Seafood",350.0,INR,3.9,78
44228,Natural Ice Cream,Bengaluru,New Bel Road,"Ice Cream, Beverages",200.0,INR,4.3,273
44229,7th Heaven,Bengaluru,New Bel Road,"Bakery, Desserts",300.0,INR,3.6,17
44230,Twist N Roll,Bengaluru,New Bel Road,Fast Food,,INR,3.4,13
44231,Just Bake,Bengaluru,New Bel Road,Bakery,400.0,INR,3.5,24
44233,Black Jack,Bengaluru,New Bel Road,"North Indian, Chinese",1400.0,INR,3.7,318
44234,Mexican Burrito,Bengaluru,New Bel Road,"Mexican, Fast Food",450.0,INR,4.0,160
44235,Chandrappa Hotel,Bengaluru,New Bel Road,"South Indian, North Indian, Chinese",450.0,INR,4.2,253
44236,Gowdru Mane,Bengaluru,New Bel Road,"Andhra, North Indian, Chinese",300.0,INR,3.6,26
44237,Smogrill,Bengaluru,New Bel Road,"North Indian, Mughlai, Chinese, Beverages",150.0,INR,0.0,0
44238,Toast And Salad,Bengaluru,New Bel Road,Healthy Food,300.0,INR,3.5,25
44239,Bhukkad,Bengaluru,New Bel Road,"North Indian, Mughlai",300.0,INR,3.3,6
44240,Sri Sai Fast Food,Bengaluru,New Bel Road,South Indian,100.0,INR,0.0,0
44241,Rolls Kitchen,Bengaluru,New Bel Road,"Fast Food, Rolls",250.0,INR,3.5,18
44242,Subhash Mess,Bengaluru,New Bel Road,North Indian,200.0,INR,3.7,23
44243,Cinnamon - Grills and Gourmet,Bengaluru,New Bel Road,"Chinese, South Indian",400.0,INR,3.6,10
44244,Lazeez Fast Food,Bengaluru,New Bel Road,"North Indian, Chinese, Biryani, Rolls",300.0,INR,0.0,0
44245,Andhra Ruchies,Bengaluru,New Bel Road,"Andhra, Biryani",400.0,INR,0.0,0
44246,Q3 Food Corner,Bengaluru,New Bel Road,"South Indian, North Indian",500.0,INR,0.0,0
44247,Basil Joint,Bengaluru,New Bel Road,"Fast Food, Beverages",300.0,INR,3.5,24
44248,Deepak Paratha Plaza,Bengaluru,New Bel Road,"North Indian, Street Food",200.0,INR,3.5,18
44249,The Snnackos,Bengaluru,New Bel Road,"North Indian, Fast Food",250.0,INR,0.0,0
44250,BBQ Nation Delivery,Bengaluru,New Bel Road,"Bbq, Mughlai",750.0,INR,0.0,0
44251,Jeet Punjabi Tadka,Bengaluru,New Bel Road,"North Indian, South Indian",500.0,INR,3.5,17
44252,Little Bites,Bengaluru,New Bel Road,Fast Food,400.0,INR,3.8,184
44254,Wow! Sikkim Momo,Bengaluru,New Bel Road,"Chinese, North Indian, Momos",150.0,INR,3.2,18
44255,Biryani King,Bengaluru,New Bel Road,"Biryani, North Indian, Chinese",400.0,INR,0.0,0
44256,S L N Paratha Center,Bengaluru,New Bel Road,North Indian,200.0,INR,3.3,14
44257,Shivas Family Restaurant,Bengaluru,New Bel Road,"North Indian, Chinese",550.0,INR,3.4,8
44258,NalaMaharaja,Bengaluru,New Bel Road,North Indian,500.0,INR,3.3,7
44259,Sindhu Family Restaurant,Bengaluru,New Bel Road,"North Indian, Chinese, Seafood",600.0,INR,3.2,4
44260,Lan Thai,Bengaluru,New Bel Road,Thai,800.0,INR,4.0,66
44261,Bihar Bhojanalaya,Bengaluru,New Bel Road,"North Indian, Bihari",200.0,INR,3.1,14
44262,Ambarsaria,Bengaluru,New Bel Road,North Indian,800.0,INR,2.7,57
44264,Taste Buds,Bengaluru,New Bel Road,"South Indian, Kerala, North Indian",200.0,INR,0.0,0
44265,Udupi Tazza Thindi,Bengaluru,New Bel Road,"South Indian, North Indian, Chinese",300.0,INR,3.2,7
44266,Aarti Paratha & Rolls Corner,Bengaluru,New Bel Road,"North Indian, Fast Food",200.0,INR,3.6,15
44267,Durga Mess,Bengaluru,New Bel Road,North Indian,150.0,INR,3.6,33
44268,Kabab Bite,Bengaluru,New Bel Road,"North Indian, Chinese, Biryani",400.0,INR,0.0,0
44269,Cooking Restaurant,Bengaluru,New Bel Road,North Indian,200.0,INR,0.0,0
44270,Ketty's Corner,Bengaluru,New Bel Road,"Fast Food, Street Food, Beverages",200.0,INR,3.3,4
44271,Thindipotha,Bengaluru,New Bel Road,Biryani,300.0,INR,0.0,0
44272,D'7 Feast Resto Cafe,Bengaluru,New Bel Road,"Burger, Pizza, Continental",600.0,INR,4.1,147
44273,Koithio Kitchen,Bengaluru,New Bel Road,"Chinese, Momos",600.0,INR,3.3,4
44274,Sweet Chariot,Bengaluru,New Bel Road,"Bakery, Fast Food",500.0,INR,2.7,19
44275,Bengal Biriyani,Bengaluru,New Bel Road,Biryani,150.0,INR,2.9,28
