restaurant_id,name,city,locality,cuisines,avg_cost_for_two,currency,rating,votes
5378,Charminar Kabab Paradise,Bengaluru,Brigade Road,"North Indian, Chinese, Mughlai, Kebab",500.0,INR,4.0,104
5379,Cream Stone,Bengaluru,Brigade Road,"Desserts, Beverages",500.0,INR,4.0,78
5380,EatWater,Bengaluru,Brigade Road,North Eastern,1000.0,INR,4.2,121
5382,Sherlock's Cafe,Bengaluru,Brigade Road,"Cafe, Fast Food",350.0,INR,3.7,40
5384,Step Right Up,Bengaluru,Brigade Road,"Cafe, Italian",300.0,INR,4.1,152
5385,Zaks Mediterranean Cuisine,Bengaluru,Brigade Road,"Mediterranean, Arabian, Lebanese, Rolls",700.0,INR,3.9,256
5386,Paratha Xpress,Bengaluru,Brigade Road,"North Indian, Chinese",200.0,INR,3.5,7
5387,Meat And Eat,Bengaluru,Brigade Road,"Fast Food, Burger",500.0,INR,3.1,4
5388,The ThickShake Factory,Bengaluru,Brigade Road,"Beverages, Juices",350.0,INR,2.8,19
5389,The Chariot,Bengaluru,Brigade Road,"South Indian, North Indian, Chinese",350.0,INR,2.9,50
5390,The J,Bengaluru,Brigade Road,"Fast Food, Beverages",450.0,INR,4.0,134
5391,ZOROY Luxury Chocolate,Bengaluru,Brigade Road,Desserts,250.0,INR,4.0,68
5392,Kanteen 038,Bengaluru,Brigade Road,"Tea, Beverages, Fast Food",200.0,INR,3.9,51
5393,Donne Biriyani Mane,Bengaluru,Brigade Road,"Biryani, Kebab",400.0,INR,3.5,62
5394,Desi Inn,Bengaluru,Brigade Road,North Indian,300.0,INR,3.5,13
5395,A2B - Adyar Ananda Bhavan,Bengaluru,Brigade Road,"South Indian, Fast Food, Street Food",400.0,INR,3.9,184
5396,Le Rock,Bengaluru,Brigade Road,"Continental, Chinese",2000.0,INR,4.0,1203
5397,Bangalore Bytes,Bengaluru,Brigade Road,"Fast Food, South Indian, Biryani",300.0,INR,3.5,121
5398,Milk N Shakes,Bengaluru,Brigade Road,Beverages,300.0,INR,3.7,45
5399,Siridhanya Upahara Darshini,Bengaluru,Brigade Road,South Indian,400.0,INR,3.4,5
5400,Hotel Chandrika,Bengaluru,Brigade Road,"South Indian, North Indian, Chinese, Street Food",400.0,INR,3.8,208
5401,Gowdru Hotel,Bengaluru,Brigade Road,"South Indian, Biryani",400.0,INR,3.9,200
5402,Cafe Braqa,Bengaluru,Brigade Road,"Cafe, Italian, Continental, Beverages",700.0,INR,4.0,144
5403,Sri Srinivas Park Hotel,Bengaluru,Brigade Road,"North Indian, South Indian",250.0,INR,0.0,0
5404,Naachiyar's,Bengaluru,Brigade Road,Chettinad,600.0,INR,3.9,117
5405,Dindigul Thalappakatti,Bengaluru,Brigade Road,"Biryani, Chinese, North Indian, South Indian",800.0,INR,0.0,0
5407,Cobaja,Bengaluru,Brigade Road,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",700.0,INR,4.3,61
5408,Brownie Heaven,Bengaluru,Brigade Road,"Desserts, Fast Food",300.0,INR,4.2,33
5410,Kadamba Foodline,Bengaluru,Brigade Road,"Chinese, North Indian, South Indian",400.0,INR,3.7,29
5411,The Bundle Co.,Bengaluru,Brigade Road,"Burger, Continental, Italian, Beverages",700.0,INR,4.4,222
5412,Tea Break Lounge,Bengaluru,Brigade Road,"Beverages, Fast Food",400.0,INR,3.3,5
5413,The Grill House,Bengaluru,Brigade Road,"American, Mexican, Italian, Steak",1200.0,INR,4.1,765
5414,Mountain Spice,Bengaluru,Brigade Road,"Chinese, Nepalese, Tibetan, Momos",400.0,INR,3.9,186
5415,Kabab Nation Corner,Bengaluru,Brigade Road,"Chinese, Arabian, Fast Food",500.0,INR,3.5,75
5416,Petoo,Bengaluru,Brigade Road,"North Indian, Fast Food, Street Food",800.0,INR,3.7,32
5417,The Grand Taj,Bengaluru,Brigade Road,"North Indian, Chinese",350.0,INR,3.2,35
5418,Kumbakonam Degree Coffee,Bengaluru,Brigade Road,"South Indian, Fast Food",200.0,INR,3.8,66
5419,C Sharp Kitchen,Bengaluru,Brigade Road,"North Indian, Chinese, European",600.0,INR,3.4,50
5420,Nossa Goa,Bengaluru,Brigade Road,"Goan, Seafood, Konkan, Desserts",1000.0,INR,4.1,294
5421,Shyvan Restaurant,Bengaluru,Brigade Road,"North Indian, Chinese",500.0,INR,3.6,82
5422,Red Lantern,Bengaluru,Brigade Road,"Chinese, Thai",700.0,INR,3.7,162
5423,ROYCE' Chocolate,Bengaluru,Brigade Road,Desserts,1000.0,INR,3.5,6
5425,Chung Wah Express,Bengaluru,Brigade Road,"Chinese, Thai, Momos, Vietnamese",600.0,INR,2.8,94
5426,Ujwal Restaurant,Bengaluru,Brigade Road,"Seafood, North Indian, Chinese",550.0,INR,3.9,134
5427,GMT - Gelateria Montecatini Terme,Bengaluru,Brigade Road,"Desserts, Ice Cream",300.0,INR,4.4,69
5429,Kettle & Kegs,Bengaluru,Brigade Road,"Tea, Beverages",200.0,INR,0.0,0
5430,Gokul Kuteera,Bengaluru,Brigade Road,"North Indian, Chinese, South Indian",650.0,INR,3.9,257
5431,The Souk,Bengaluru,Brigade Road,"Cafe, Mediterranean, Italian, Pizza, Continental",800.0,INR,3.7,66
5433,Caffe Maven,Bengaluru,Brigade Road,"Chinese, North Indian",300.0,INR,3.4,25
5435,Desi Streat,Bengaluru,Brigade Road,"South Indian, Street Food",400.0,INR,0.0,0
5436,Bubbles,Bengaluru,Brigade Road,Cafe,450.0,INR,3.7,21
5437,Popat,Bengaluru,Brigade Road,North Indian,300.0,INR,3.2,41
5438,Tea Journey,Bengaluru,Brigade Road,Cafe,500.0,INR,3.8,71
5439,Baba Da Dhaba,Bengaluru,Brigade Road,North Indian,650.0,INR,4.1,373
5440,Momo Time,Bengaluru,Brigade Road,"Momos, Chinese",300.0,INR,0.0,0
5441,China South,Bengaluru,Brigade Road,"Chinese, Tibetan",600.0,INR,0.0,0
5442,Ging - Royal Orchid Central,Bengaluru,Brigade Road,Asian,2000.0,INR,4.3,225
5443,Masala Central,Bengaluru,Brigade Road,North Indian,300.0,INR,3.7,74
5444,Daily Bite,Bengaluru,Brigade Road,"Desserts, Fast Food",250.0,INR,3.5,14
5446,Lime Twist,Bengaluru,Brigade Road,"Fast Food, Beverages",150.0,INR,0.0,0
5447,All Saints Bakery,Bengaluru,Brigade Road,Bakery,200.0,INR,3.6,23
5448,Chawla's 2 Online.com,Bengaluru,Brigade Road,North Indian,800.0,INR,0.0,0
5449,Mezban Family Restaurant,Bengaluru,Brigade Road,"Chinese, North Indian",300.0,INR,0.0,0
5451,Ta'aam,Bengaluru,Brigade Road,"North Indian, Mughlai, Arabian, Chinese",750.0,INR,4.1,402
5452,Classic Shop,Bengaluru,Brigade Road,"Juices, Beverages",150.0,INR,3.3,6
5453,Coastal Delight,Bengaluru,Brigade Road,"Seafood, South Indian, North Indian, Mangalorean, Chinese",650.0,INR,4.1,198
5454,Tree Top,Bengaluru,Brigade Road,"Continental, Chinese, North Indian, South Indian",1000.0,INR,3.8,74
5455,Little White Kitchen,Bengaluru,Brigade Road,"Chinese, Continental, North Indian, Italian",200.0,INR,3.8,18
5456,UBQ by Barbeque Nation,Bengaluru,Brigade Road,"North Indian, Bbq, Biryani, Kebab",450.0,INR,3.2,9
5457,Taipan,Bengaluru,Brigade Road,"Chinese, Momos",700.0,INR,3.5,126
5458,Penta Cafe,Bengaluru,Brigade Road,"Juices, Fast Food, Beverages",350.0,INR,3.5,12
5459,Ideal Kitchen,Bengaluru,Brigade Road,"North Indian, Chinese, South Indian, Seafood",250.0,INR,3.5,26
5460,Tibbs Frankie,Bengaluru,Brigade Road,"Street Food, Rolls",200.0,INR,3.8,24
5461,Chef Baker's,Bengaluru,Brigade Road,"Bakery, Desserts",600.0,INR,0.0,0
5462,Ghar Ki Rasoi,Bengaluru,Brigade Road,"North Indian, Chinese, Italian",500.0,INR,3.1,48
5464,Gelato Italiano,Bengaluru,Brigade Road,"Ice Cream, Bakery, Desserts",200.0,INR,3.0,40
5465,OCEA HOTEL,Bengaluru,Brigade Road,"North Indian, Chinese, Seafood",800.0,INR,3.7,279
5466,Vietnamese Kitchen,Bengaluru,Brigade Road,"Chinese, Vietnamese, Momos, Thai",800.0,INR,4.1,523
5467,Shadow Kolkata Katti Rolls & Momos,Bengaluru,Brigade Road,"Rolls, Chinese",250.0,INR,0.0,0
5468,L'inoui,Bengaluru,Brigade Road,Desserts,400.0,INR,4.1,33
5470,Troll,Bengaluru,Brigade Road,"Desserts, Ice Cream",300.0,INR,3.8,102
5471,Bhavani Sri,Bengaluru,Brigade Road,"Andhra, Biryani, Seafood",700.0,INR,3.0,110
5473,Meaza Ginger Multi Cuisine Restaurant,Bengaluru,Brigade Road,"North Indian, Chinese, South Indian, Kerala",550.0,INR,3.6,91
5474,Mamma Mexicana,Bengaluru,Brigade Road,Mexican,1000.0,INR,2.2,406
5475,The Jungle Terrace,Bengaluru,Brigade Road,"Continental, Mexican, Lebanese",600.0,INR,3.5,13
5476,Roll Junction,Bengaluru,Brigade Road,"Fast Food, Rolls",150.0,INR,2.9,56
5477,Chutney Chang,Bengaluru,Brigade Road,"North Indian, Chinese, Bbq",1500.0,INR,4.2,4732
5479,Amritsari Kulcha Bite,Bengaluru,Brigade Road,North Indian,150.0,INR,3.9,101
5480,Sai Super Sandwich,Bengaluru,Brigade Road,"Sandwich, Beverages",200.0,INR,0.0,0
5481,Delices,Bengaluru,Brigade Road,"Bakery, Desserts",400.0,INR,3.1,6
5482,Meenu Oota Da Maane,Bengaluru,Brigade Road,"Seafood, Mangalorean, Chinese",700.0,INR,3.2,23
5483,Gobble Up Churros Cafe,Bengaluru,Brigade Road,"Beverages, Cafe, Desserts, Spanish, Bakery",400.0,INR,3.8,37
5484,Parathe Wali Gali,Bengaluru,Brigade Road,North Indian,250.0,INR,3.9,36
5485,Tempura Restaurant,Bengaluru,Brigade Road,"Japanese, Chinese, Tibetan, Momos",500.0,INR,3.9,122
5486,Choi Choi Momos,Bengaluru,Brigade Road,"Chinese, Fast Food, Momos",300.0,INR,3.8,29
5488,Shalimar,Bengaluru,Brigade Road,"North Indian, Chinese, Seafood",700.0,INR,4.0,153
5489,Deshi Fusion Pizza,Bengaluru,Brigade Road,"Pizza, Chinese, Rolls",750.0,INR,3.3,73
5490,Indira Darshini,Bengaluru,Brigade Road,"South Indian, Chinese",200.0,INR,3.6,27
5493,Aagaman Veg,Bengaluru,Brigade Road,"North Indian, Chinese, South Indian",900.0,INR,4.0,558
5495,Salt Mango Tree,Bengaluru,Brigade Road,Kerala,800.0,INR,4.1,247
5496,MISU,Bengaluru,Brigade Road,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",1700.0,INR,4.6,1211
5499,RockSalt,Bengaluru,Brigade Road,Modern Indian,1900.0,INR,4.4,484
5500,The Rice Bowl,Bengaluru,Brigade Road,"Chinese, Momos",1300.0,INR,4.3,500
5501,South Inn,Bengaluru,Brigade Road,South Indian,150.0,INR,3.1,24
5503,Kamat Minerva,Bengaluru,Brigade Road,"South Indian, North Indian, Chinese",300.0,INR,2.6,72
5505,Pathy's Kitchen,Bengaluru,Brigade Road,Andhra,500.0,INR,3.5,21
5506,Happy Fillings,Bengaluru,Brigade Road,Chinese,300.0,INR,3.4,8
5507,Rotti Mane,Bengaluru,Brigade Road,South Indian,200.0,INR,3.4,11
5508,Shezan,Bengaluru,Brigade Road,"Chinese, Continental, North Indian, Mughlai, Steak",600.0,INR,4.1,391
5509,Omleterian,Bengaluru,Brigade Road,"American, Continental",200.0,INR,0.0,0
5510,Oye Amritsar,Bengaluru,Brigade Road,North Indian,1000.0,INR,4.1,450
5512,Kanchanjunga Kitchen - The Flavour of Hills,Bengaluru,Brigade Road,"Chinese, Nepalese, Tibetan, Momos",300.0,INR,0.0,0
5513,Croons,Bengaluru,Brigade Road,Desserts,350.0,INR,3.8,26
5514,MiniMelts,Bengaluru,Brigade Road,"Ice Cream, Desserts",200.0,INR,3.9,66
5515,Tandoor,Bengaluru,Brigade Road,North Indian,2100.0,INR,3.9,1361
5516,Rolls Corner,Bengaluru,Brigade Road,"Chinese, Fast Food",300.0,INR,0.0,0
5517,Feast India Co.,Bengaluru,Brigade Road,"Awadhi, Bengali, North Indian",1500.0,INR,4.2,133
5518,Hotel Green Tara,Bengaluru,Brigade Road,"Chinese, Tibetan, Momos",500.0,INR,3.9,39
5519,Oven Lovin',Bengaluru,Brigade Road,"Desserts, Bakery",300.0,INR,0.0,0
5520,The Biere Club,Bengaluru,Brigade Road,"Continental, Bbq, Finger Food",1700.0,INR,4.3,3484
5521,Amber Rush Express,Bengaluru,Brigade Road,"Italian, Continental, Chinese",600.0,INR,0.0,0
5522,Bangalore Mandarin,Bengaluru,Brigade Road,"Chinese, Seafood",1100.0,INR,4.2,974
5523,Rolls On Wheels,Bengaluru,Brigade Road,"Fast Food, Rolls, Momos",300.0,INR,3.5,45
5524,Mahesh Lunch Home,Bengaluru,Brigade Road,"Seafood, Mangalorean, North Indian, Chinese",1400.0,INR,4.1,860
5525,Bheema's,Bengaluru,Brigade Road,Andhra,650.0,INR,4.0,779
5527,Mount Blue,Bengaluru,Brigade Road,"Bakery, Fast Food",300.0,INR,0.0,0
5528,Hatti Punjab Di,Bengaluru,Brigade Road,North Indian,450.0,INR,3.4,8
5529,Brigade Paradise Hotel,Bengaluru,Brigade Road,"Chinese, Fast Food, Rolls",400.0,INR,0.0,0
5530,Juice Magic,Bengaluru,Brigade Road,"Juices, Beverages",100.0,INR,0.0,0
5531,Dine In,Bengaluru,Brigade Road,"Kerala, South Indian, North Indian, Chinese",400.0,INR,3.6,8
5532,Chung Wah,Bengaluru,Brigade Road,"Chinese, Thai, Momos, Vietnamese",1000.0,INR,4.0,360
5533,Mad Over Biryani,Bengaluru,Brigade Road,"Biryani, North Indian",600.0,INR,2.9,17
5534,Danny Lambas Punjabi Dhaba,Bengaluru,Brigade Road,"North Indian, Chinese, Biryani",600.0,INR,3.5,98
5535,Shiv Sager,Bengaluru,Brigade Road,"South Indian, North Indian, Chinese",200.0,INR,3.0,10
5536,Bombay Kulfi,Bengaluru,Brigade Road,"Desserts, Ice Cream",150.0,INR,0.0,0
5537,The Charcoal Factory,Bengaluru,Brigade Road,"Burger, Pizza, Momos",600.0,INR,4.1,290
5538,Chung's Chinese Corner,Bengaluru,Brigade Road,Chinese,700.0,INR,3.3,201
5539,Kenny's Restaurant,Bengaluru,Brigade Road,"Chinese, North Indian",450.0,INR,3.6,31
5540,Wat-a-Biryani,Bengaluru,Brigade Road,Biryani,500.0,INR,0.0,0
5541,Fat Buddha,Bengaluru,Brigade Road,"Chinese, Thai",1000.0,INR,4.0,455
5542,Instant Noodle Doodle,Bengaluru,Brigade Road,Fast Food,200.0,INR,0.0,0
5543,Teppan Japanese Grill & Sushi Bar,Bengaluru,Brigade Road,Japanese,2000.0,INR,4.3,901
5544,New Prashanth Hotel,Bengaluru,Brigade Road,"South Indian, Biryani, Chinese, North Indian",750.0,INR,3.7,50
5545,Midnight Eats,Bengaluru,Brigade Road,"North Indian, Chinese",500.0,INR,3.0,114
5546,The Only Place,Bengaluru,Brigade Road,"Italian, American, Steak, Continental, Bbq, Salad",1000.0,INR,4.2,2923
5547,Anupam's Coast II Coast,Bengaluru,Brigade Road,"Seafood, Mangalorean, North Indian, Chinese",1400.0,INR,4.1,853
5548,BabaYaga's,Bengaluru,Brigade Road,"American, Finger Food",1500.0,INR,4.1,207
5549,Goodness! Beverages,Bengaluru,Brigade Road,Beverages,250.0,INR,0.0,0
5550,Venkateshwara Foods,Bengaluru,Brigade Road,"Street Food, South Indian",400.0,INR,3.0,13
5551,Kudla - Hotel Ramanashree,Bengaluru,Brigade Road,"South Indian, Andhra, Chinese",1200.0,INR,4.1,354
5552,Ramana's,Bengaluru,Brigade Road,"North Indian, Chinese, Healthy Food",850.0,INR,4.0,378
5554,BIB-Breakfast In The Box,Bengaluru,Brigade Road,"American, Continental",600.0,INR,0.0,0
5555,Arabian Tea,Bengaluru,Brigade Road,"Tea, Fast Food",100.0,INR,0.0,0
5556,McLeans Italian Pizzeria,Bengaluru,Brigade Road,"American, Pizza",500.0,INR,3.4,30
5557,The Konkan - Seafood Restaurant,Bengaluru,Brigade Road,"Seafood, Konkan, Mangalorean",850.0,INR,4.4,218
5558,Hotel Ruchi Priya,Bengaluru,Brigade Road,North Indian,350.0,INR,3.6,21
5559,Hotel Tom's Restaurant,Bengaluru,Brigade Road,"Mangalorean, Seafood, Chinese, North Indian",1000.0,INR,4.4,712
5560,The Bong,Bengaluru,Brigade Road,"Bengali, North Indian",300.0,INR,3.1,38
5561,Hit And Run,Bengaluru,Brigade Road,"Tibetan, Chinese",300.0,INR,0.0,0
5562,Delhi Food Factory,Bengaluru,Brigade Road,North Indian,500.0,INR,0.0,0
5563,Fujan,Bengaluru,Brigade Road,"Chinese, Thai, Seafood",600.0,INR,3.6,54
5564,Forum Bakes & Cafe,Bengaluru,Brigade Road,"Bakery, Fast Food",200.0,INR,0.0,0
5565,Raaga,Bengaluru,Brigade Road,"North Indian, Chinese, Continental",1200.0,INR,3.8,297
5566,The Food Dude,Bengaluru,Brigade Road,"Fast Food, Burger, Sandwich, Pizza",300.0,INR,4.0,176
5567,Lazio Steaks & More,Bengaluru,Brigade Road,"Continental, Chinese, Steak",1000.0,INR,3.9,118
5568,The Humming Tree,Bengaluru,Brigade Road,"Fast Food, European",1400.0,INR,4.0,2418
5569,Woodstok,Bengaluru,Brigade Road,"Continental, Italian, Steak, American",1400.0,INR,4.1,1053
5570,ASEAN - On The Edge,Bengaluru,Brigade Road,"Asian, Thai",1800.0,INR,4.4,861
5571,Chung Shan Chinese Restaurant,Bengaluru,Brigade Road,"Chinese, Momos",500.0,INR,3.7,32
5572,Monsoon Express,Bengaluru,Brigade Road,"Continental, Thai, North Indian",1600.0,INR,3.4,7
5573,Friends Night Kitchen,Bengaluru,Brigade Road,"Italian, Pizza",400.0,INR,3.8,109
5574,Navab's,Bengaluru,Brigade Road,Mughlai,600.0,INR,3.6,10
5575,Marathi Biriyani House,Bengaluru,Brigade Road,"South Indian, Biryani",300.0,INR,3.3,6
5576,Retro Lounge Bar,Bengaluru,Brigade Road,"North Indian, Chinese",1400.0,INR,3.8,108
5577,Kick Out the Jams,Bengaluru,Brigade Road,"Burger, American, Italian",350.0,INR,4.0,528
5578,Xian,Bengaluru,Brigade Road,"Chinese, Thai",800.0,INR,3.8,81
5579,Kulfi Point,Bengaluru,Brigade Road,Desserts,150.0,INR,3.4,5
5580,8 Slice,Bengaluru,Brigade Road,Pizza,600.0,INR,3.7,74
5581,Crescent Avenue - Hotel Bangalore International,Bengaluru,Brigade Road,"North Indian, Continental, Chinese, Asian, Thai",1400.0,INR,3.6,41
5582,Five Senses,Bengaluru,Brigade Road,"Continental, North Indian, Fast Food",500.0,INR,0.0,0
5583,New Kudla Family Resturant,Bengaluru,Brigade Road,"North Indian, Chinese",450.0,INR,3.2,4
5584,Mummy Dhaba,Bengaluru,Brigade Road,North Indian,300.0,INR,3.2,46
5585,Rajeev Bakery & Juice,Bengaluru,Brigade Road,"Fast Food, Desserts, Bakery",150.0,INR,0.0,0
5586,Benjarong,Bengaluru,Brigade Road,"Thai, Asian",1800.0,INR,4.2,858
5587,Midnight Hunger Solutions 24/7,Bengaluru,Brigade Road,"North Indian, Mughlai, Chinese",500.0,INR,2.1,252
5588,Ente Keralam,Bengaluru,Brigade Road,"Kerala, Seafood",1300.0,INR,4.0,1096
5589,Donne Biryani Mane,Bengaluru,Brigade Road,Biryani,300.0,INR,3.2,7
5590,Nagarjuna,Bengaluru,Brigade Road,"Andhra, Biryani",800.0,INR,4.3,1773
5591,Sunny's,Bengaluru,Brigade Road,"European, Italian, Seafood, Continental",2100.0,INR,4.1,1327
5593,Little Chef,Bengaluru,Brigade Road,Chinese,550.0,INR,4.0,101
5596,Rawal Jalebi,Bengaluru,Brigade Road,Desserts,100.0,INR,3.5,10
5597,Gundappa Donne Biryani,Bengaluru,Brigade Road,Biryani,300.0,INR,3.7,160
5598,Tandoori Platter,Bengaluru,Brigade Road,North Indian,450.0,INR,0.0,0
5599,Nandhini Paradise,Bengaluru,Brigade Road,"Andhra, Chinese, North Indian",800.0,INR,3.6,277
5600,Aathithya,Bengaluru,Brigade Road,"North Indian, Continental, Chinese",1100.0,INR,3.1,16
5601,Nagashree's,Bengaluru,Brigade Road,"South Indian, North Indian, Fast Food",550.0,INR,2.9,46
5602,Prawn Crunch,Bengaluru,Brigade Road,"Seafood, Fast Food",400.0,INR,0.0,0
5603,Express Food Delivery,Bengaluru,Brigade Road,"North Indian, Chinese",500.0,INR,2.8,38
5604,AcciaRolee,Bengaluru,Brigade Road,Healthy Food,500.0,INR,0.0,0
5605,Feast and Burp,Bengaluru,Brigade Road,North Indian,300.0,INR,3.3,4
5606,Gowdara Naati Mane,Bengaluru,Brigade Road,"South Indian, Biryani, Mangalorean",500.0,INR,3.4,7
5607,InBento,Bengaluru,Brigade Road,Japanese,900.0,INR,0.0,0
5608,Bangalore Biriyani,Bengaluru,Brigade Road,"Biryani, Kebab",250.0,INR,0.0,0
5609,Toledo Home Cafe,Bengaluru,Brigade Road,Biryani,400.0,INR,0.0,0
5610,Kamat's Palate Korner,Bengaluru,Brigade Road,"North Indian, Chinese",600.0,INR,4.1,121
5613,Bhagini Icon Boutique Hotel,Bengaluru,Brigade Road,"South Indian, North Indian, Continental",600.0,INR,3.1,6
5614,Armani Kabab Centre,Bengaluru,Brigade Road,"North Indian, Fast Food",300.0,INR,0.0,0
5615,R.K Caterers,Bengaluru,Brigade Road,North Indian,350.0,INR,0.0,0
5616,Ghar Ki Rasoi,Bengaluru,Brigade Road,"North Indian, South Indian",300.0,INR,0.0,0
5617,Kaulige Millet Corner,Bengaluru,Brigade Road,"Healthy Food, South Indian",300.0,INR,4.0,32
5618,The Chola,Bengaluru,Brigade Road,"Biryani, Chinese, Fast Food, Kebab",200.0,INR,0.0,0
5619,Ice & Spice,Bengaluru,Brigade Road,"Continental, Pizza, Fast Food",650.0,INR,3.0,96
5620,Homemade Food,Bengaluru,Brigade Road,South Indian,200.0,INR,3.8,24
5621,In Wok,Bengaluru,Brigade Road,Chinese,500.0,INR,3.6,118
5623,Aromas Of South,Bengaluru,Brigade Road,South Indian,1000.0,INR,3.7,46
5624,Allana Kabab,Bengaluru,Brigade Road,North Indian,200.0,INR,3.3,4
5625,Home Treat,Bengaluru,Brigade Road,North Indian,150.0,INR,3.1,7
5626,Bhandary's Kitchen,Bengaluru,Brigade Road,North Indian,300.0,INR,3.6,16
5628,Vasavi Bangarpet Chats,Bengaluru,Brigade Road,Street Food,150.0,INR,0.0,0
5630,Best Tea Cafe,Bengaluru,Brigade Road,Cafe,400.0,INR,0.0,0
5631,Manjit Da Dhaba,Bengaluru,Brigade Road,North Indian,300.0,INR,4.3,783
5632,Halli Mane,Bengaluru,Brigade Road,South Indian,300.0,INR,3.2,5
5633,Taj Hotel,Bengaluru,Brigade Road,"North Indian, Chinese",550.0,INR,3.7,111
5634,Foody's,Bengaluru,Brigade Road,"North Indian, South Indian",250.0,INR,3.8,170
5635,Metro Military Hotel,Bengaluru,Brigade Road,"South Indian, Chinese, North Indian",300.0,INR,0.0,0
5636,Masala Oota,Bengaluru,Brigade Road,"South Indian, Biryani",500.0,INR,3.6,79
5637,Kadai Crust - Amma Veetu Samayal,Bengaluru,Brigade Road,"Chettinad, South Indian, Biryani",700.0,INR,3.8,263
5638,Juice Shop,Bengaluru,Brigade Road,"Street Food, Beverages",200.0,INR,3.3,11
5639,Fava,Bengaluru,Brigade Road,"Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",1200.0,INR,4.4,2039
5640,Copacabana Pub,Bengaluru,Brigade Road,"Mexican, North Indian, Continental",1500.0,INR,0.0,0
5641,Amber Rush Restobar,Bengaluru,Brigade Road,"Continental, Chinese, Fast Food",1000.0,INR,4.1,93
5642,Bootlegger,Bengaluru,Brigade Road,"Continental, Steak",1200.0,INR,4.1,1543
5643,ThrowBack - Pub & Dine,Bengaluru,Brigade Road,"Italian, North Indian, Continental",1000.0,INR,3.9,234
5644,Shaken & Stirred,Bengaluru,Brigade Road,"Continental, North Indian, Chinese",1500.0,INR,3.9,84
5645,Ambur Biryani,Bengaluru,Brigade Road,"Biryani, Kebab",300.0,INR,0.0,0
5646,Sri Ayodhya Veg,Bengaluru,Brigade Road,"South Indian, North Indian, Chinese",300.0,INR,3.6,24
5647,Hotel Fine,Bengaluru,Brigade Road,"North Indian, Chinese",450.0,INR,3.5,24
5648,Banashankri Donne Biriyani,Bengaluru,Brigade Road,"Biryani, Fast Food",300.0,INR,0.0,0
5649,House of Tasty Food,Bengaluru,Brigade Road,North Indian,400.0,INR,0.0,0
5650,Hyderabad Biryaani House,Bengaluru,Brigade Road,"Biryani, North Indian, Chinese",550.0,INR,4.3,1348
5651,The Bangalore Cafe,Bengaluru,Brigade Road,"Modern Indian, North Indian, Pizza, Continental, Beverages",800.0,INR,4.1,473
5654,Sakae Japanese Restaurant,Bengaluru,Brigade Road,Japanese,1400.0,INR,4.3,518
5655,Green Onion,Bengaluru,Brigade Road,Chinese,550.0,INR,4.3,1187
5656,Art of Delight,Bengaluru,Brigade Road,"Ice Cream, Desserts, Beverages",400.0,INR,4.4,1896
5658,Khazana Food Paradise,Bengaluru,Brigade Road,"North Indian, Biryani",400.0,INR,4.1,356
5660,Mandarin Box,Bengaluru,Brigade Road,Chinese,500.0,INR,3.9,80
5661,Pashto,Bengaluru,Brigade Road,"North Indian, Mughlai, Afghan",800.0,INR,4.1,765
5663,Somilan Steak House,Bengaluru,Brigade Road,"North Eastern, Asian, Naga, Steak, Momos",800.0,INR,4.3,524
5664,IceBreakers,Bengaluru,Brigade Road,"Desserts, Ice Cream",400.0,INR,4.3,183
5666,Juice Junction,Bengaluru,Brigade Road,"Juices, Fast Food",150.0,INR,4.0,101
5668,Konark Vegetarian Restaurant,Bengaluru,Brigade Road,"North Indian, Chinese, Continental, South Indian",600.0,INR,3.9,155
5669,Sugarberryz Cakery,Bengaluru,Brigade Road,"Bakery, Desserts",1200.0,INR,3.9,52
5670,The Biryani Paradise,Bengaluru,Brigade Road,"Biryani, South Indian",350.0,INR,3.8,32
5671,Stars 'N' Stripes,Bengaluru,Brigade Road,"North Indian, Chinese, Fast Food",500.0,INR,2.7,77
5672,Revoli Hotel,Bengaluru,Brigade Road,"South Indian, Chinese",450.0,INR,3.1,21
5673,Juicemaker,Bengaluru,Brigade Road,"Beverages, Fast Food",400.0,INR,3.8,29
5674,New Prashanth Naati Style,Bengaluru,Brigade Road,"South Indian, Biryani",400.0,INR,3.8,29
5676,California Burrito,Bengaluru,Brigade Road,"Mexican, Fast Food",400.0,INR,4.0,53
5677,Mel's Korner,Bengaluru,Brigade Road,Fast Food,500.0,INR,3.8,95
5678,Iyengars' Bakery,Bengaluru,Brigade Road,Bakery,200.0,INR,3.4,14
5679,Sidewalk Cafe - Nahar's Heritage Hotel,Bengaluru,Brigade Road,"Italian, Fast Food",800.0,INR,3.9,134
5680,Mojo Pizza - 2X Toppings,Bengaluru,Brigade Road,Pizza,600.0,INR,4.3,28
5681,Halli Oota,Bengaluru,Brigade Road,"South Indian, Biryani",450.0,INR,3.3,6
5682,Roll King,Bengaluru,Brigade Road,"Rolls, Fast Food, Beverages, Desserts",150.0,INR,0.0,0
5683,Adda,Bengaluru,Brigade Road,South Indian,300.0,INR,3.3,5
5684,Pop'z Kitchen,Bengaluru,Brigade Road,Bakery,250.0,INR,3.7,23
5685,New Udupi Upahar,Bengaluru,Brigade Road,"South Indian, North Indian, Chinese",300.0,INR,0.0,0
